# name-stuff given names
# format: name|gender|frequency|tags
#
Fonda|F|4|4
Fong|M|2|modern
Fonnie|F?|2|vintage
Fontaine|U|2|2
Fontella|F|3|3
Forbes|M|2|vintage
Ford|M|6|6
Forest|M|6|vintage
Forestine|F|2|2
Forever|F?|3|modern
Forney|M|2|vintage
Forrest|M|7|vintage
Forrester|M|2|modern
Forrestine|F|2|2
Fortino|M|3|modern
Fortunata|F|2|vintage
Fortunato|M|3|vintage
Fortune|U|3|modern
Foster|M|6|modern
Fotini|F|2|2
Fouad|M|2|modern
Fount|M|2|vintage
Fountain|M|2|vintage
Fowler|M|2|vintage
Fox|M|4|modern
Foxx|M|2|modern
Foy|M?|4|vintage
Foye|U|2|vintage
Fradel|F|3|modern
Frady|F|2|modern
Fraida|F|3|modern
Fraidy|F|4|modern
Fran|F|5|5
Franca|F|2|2
France|F?|4|vintage
Franceen|F|2|2
Francelia|F|2|2
Francella|F|2|vintage
Francely|F|2|2
Francena|F|3|3
Francene|F|4|4
Francenia|F|2|2
Frances|F|10|vintage
Francesca|F|6|modern
Francesco|M|5|modern
Franceska|F|2|modern
Francess|F|2|vintage
Francetta|F|2|2
Franchelle|F|2|modern
Franchesca|F|4|modern
Francheska|F|4|modern
Franchette|F|1|1
Franchot|M|2|2
Franci|F|2|2
Francia|F|3|modern
Francie|F|4|4
Francies|F|3|vintage
Francile|F|1|vintage
Francille|F|2|vintage
Francina|F|4|4
Francine|F|6|6
Francis|U|9|vintage
Francisca|F|6|vintage
Francisco|M|8|modern
Franciscojavier|M|2|modern
Franciso|M|2|2
Franciszek|M|2|modern
Franck|M|2|modern
Franco|M|5|modern
Francois|M|4|modern
Francoise|F|3|3
Francy|F|2|2
Francyne|F|2|2
Francys|F|2|vintage
Frandy|M|2|modern
Frank|M|10|vintage
Frankee|F|2|modern
Frankey|M|2|2
Franki|F?|4|modern
Frankie|U|7|7
Franklin|M|8|vintage
Franklyn|M|5|vintage
Franko|M|2|modern
Franky|M|4|modern
Frankye|F|2|2
Frannie|F|2|2
Franny|F|2|2
Frans|M|2|2
Fransheska|F|2|modern
Fransico|M|3|modern
Fransisca|F|2|vintage
Fransisco|M|4|modern
Frantz|M|4|modern
Franz|M|4|4
Franziska|F|2|modern
Fraser|M|3|modern
Frasier|M|1|1
Fraya|F|2|modern
Frazer|M|2|vintage
Frazier|M|4|4
Fread|M|2|vintage
Freada|F|2|vintage
Fred|M|9|vintage
Freda|F|6|vintage
Fredda|F|4|4
Fredderick|M|2|2
Freddi|U|2|modern
Freddie|M?|7|7
Freddrick|M|4|4
Freddy|M?|6|6
Frederic|M|6|6
Frederica|F|4|4
Frederich|M|3|vintage
Frederick|M|9|9
Fredericka|F|4|4
Frederico|M|4|4
Frederik|M|3|modern
Fredi|M?|3|modern
Fredia|F|4|4
Fredick|M|2|2
Fredie|M|4|vintage
Fredis|M|2|modern
Fredna|F|2|2
Fredonia|F|2|vintage
Fredric|M|5|5
Fredrica|F|3|3
Fredrich|M|2|2
Fredrick|M|7|7
Fredricka|F|4|modern
Fredrico|M|2|2
Fredrik|M|3|modern
Fredrika|F|2|2
Fredy|M|4|modern
Free|U|2|2
Freeda|F|4|vintage
Freedom|U|4|modern
Freeland|M|2|vintage
Freeman|M|6|vintage
Freemon|M|2|vintage
Freida|F|6|vintage
Freja|F|3|modern
Fremont|M|2|vintage
French|M|4|vintage
Frenchie|F?|2|2
Freya|F|6|6
Freyah|F|2|2
Freyja|F|4|4
Frida|F|5|modern
Frieda|F|6|vintage
Friedrich|M|3|modern
Frimet|F|3|modern
Frimy|F|2|2
Frisco|M|2|modern
Fritz|M|5|5
Fritzi|F|2|modern
Froilan|M|3|modern
Frona|F|3|vintage
Fronia|F|3|vintage
Fronie|F|3|vintage
Fronnie|F|2|vintage
Froylan|M|3|modern
Fruma|F|2|modern
Frutoso|M|2|vintage
Fryda|F|2|modern
Fuad|M|2|modern
Fue|M|2|modern
Fujiko|F|2|vintage
Fuller|M|2|vintage
Fulton|M|4|modern
Fumi|F|2|vintage
Fumie|F|2|vintage
Fumiko|F|3|vintage
Fumio|M|2|vintage
Fuquan|M|2|modern
Furious|M|2|modern
Furkan|M|2|modern
Furman|M|4|vintage
Furqan|M|2|modern
Fusae|F|2|vintage
Fusako|F|2|vintage
Future|M?|2|2
Fynlee|F|2|modern
Fynn|M?|4|modern
Gabbi|F|2|modern
Gabbie|F|2|modern
Gabbriella|F|2|modern
Gabbrielle|F|2|modern
Gabby|F|4|modern
Gabe|M|4|modern
Gaberial|M|2|modern
Gaberiel|M|3|modern
Gabi|F|2|modern
Gabino|M|4|modern
Gable|M|3|modern
Gabor|M|2|2
Gabreal|M?|2|modern
Gabreil|M?|2|modern
Gabrella|F|2|modern
Gabrelle|F|2|modern
Gabrial|M?|4|modern
Gabrian|M|2|modern
Gabriana|F|2|modern
Gabrianna|F|2|modern
Gabriel|U|9|modern
Gabriela|F|7|modern
Gabriele|U|4|modern
Gabriell|F?|4|modern
Gabriella|F|8|modern
Gabrielle|F|8|modern
Gabrielly|F|2|modern
Gabrien|M|2|modern
Gabrille|F|2|modern
Gabryel|U|3|modern
Gabryela|F|2|modern
Gabryella|F|3|modern
Gabryelle|F|3|modern
Gaby|F|4|modern
Gad|M|2|modern
Gaddiel|M|2|modern
Gadge|M|2|modern
Gadiel|M|4|modern
Gae|F|3|3
Gael|M|6|modern
Gaelan|M|2|modern
Gaelen|M?|2|modern
Gaelle|F|2|modern
Gaenor|F|1|1
Gaetan|M|2|modern
Gaetana|F|3|vintage
Gaetano|M|4|vintage
Gagandeep|U|2|modern
Gage|M|7|modern
Gahel|M|2|modern
Gaia|F|4|4
Gaige|M|4|modern
Gail|F?|8|8
Gaila|F|3|3
Gaile|F|3|3
Gailen|M|2|2
Gailya|F|2|vintage
Gailyn|F|2|2
Gaines|M|4|vintage
Gair|M|1|1
Gaither|M|3|vintage
Gaius|M|2|modern
Gaje|M|2|modern
Gal|U|2|modern
Gala|F|4|modern
Galadriel|F|2|2
Galaxy|F?|2|modern
Galdino|M|2|modern
Gale|F?|6|6
Galen|M?|6|6
Galena|F|2|modern
Gali|F|2|modern
Galia|F|3|modern
Galilea|F|5|modern
Galileah|F|2|modern
Galilee|F|3|modern
Galileo|M|3|modern
Galina|F|2|modern
Galit|F|2|modern
Galo|M|2|modern
Galvin|M|3|modern
Gamal|M|2|modern
Gamaliel|M|4|modern
Gamble|M|2|modern
Ganesh|M|2|modern
Gannon|M|5|modern
Ganon|M|2|modern
Gao|F|2|modern
Gar|M|2|2
Gara|F|2|2
Garald|M|2|2
Garan|F|2|modern
Garcia|M?|2|2
Gardenia|F|4|modern
Gardiner|M|2|vintage
Gardner|M|4|vintage
Gared|M|2|modern
Garek|M|2|modern
Gareld|M|2|vintage
Garen|M|4|modern
Garet|M|4|modern
Gareth|M|5|modern
Garett|M|4|modern
Garey|M|4|4
Garfield|M|5|vintage
Gargi|F|2|modern
Garhett|M|2|modern
Gari|M?|3|3
Garin|M|4|modern
Garion|M|2|modern
Garison|M|2|modern
Garl|M|2|vintage
Garlan|M|2|vintage
Garland|M|6|vintage
Garlen|M|2|vintage
Garlin|M|2|vintage
Garlon|M|2|vintage
Garnell|M?|3|3
Garner|M|4|vintage
Garnet|F|5|vintage
Garnett|M?|5|vintage
Garnetta|F|3|vintage
Garnette|F|3|vintage
Garnie|M?|2|vintage
Garo|M|2|2
Garold|M|4|4
Garon|M|3|modern
Garrell|M|2|2
Garren|M|4|modern
Garret|M|6|modern
Garreth|M|2|modern
Garrett|M|8|modern
Garrette|M|2|modern
Garrick|M|5|5
Garrie|M|2|2
Garrin|M|2|modern
Garrison|M|5|modern
Garrit|M|2|modern
Garritt|M|2|modern
Garron|M|3|modern
Garry|M|6|6
Garth|M|5|5
Garv|M|2|modern
Garvey|M|2|modern
Garvie|M|1|1
Garvin|M|4|vintage
Garvis|M|2|vintage
Gary|M|10|10
Garym|M|1|1
Garyn|M?|2|modern
Gaspar|M|4|modern
Gaspare|M|2|vintage
Gasper|M|4|vintage
Gaston|M|4|vintage
Gates|M?|2|modern
Gatha|F|3|vintage
Gatlin|M|4|modern
Gatlyn|M?|2|modern
Gatsby|M|2|modern
Gauge|M|4|modern
Gaurav|M|3|modern
Gauri|F|3|modern
Gautam|M|3|modern
Gautham|M|2|modern
Gauvin|M|1|1
Gavan|M|3|modern
Gaven|M|4|modern
Gavin|M|8|modern
Gavina|F|1|1
Gavinn|M|2|modern
Gavino|M|4|modern
Gavon|M|2|modern
Gavriel|M|4|modern
Gavriella|F|2|modern
Gavrielle|F|2|modern
Gavyn|M|5|modern
Gavynn|M|2|modern
Gawain|M|1|1
Gay|F|6|6
Gayathri|F|2|modern
Gayatri|F|2|modern
Gaye|F|5|5
Gayl|F|3|3
Gayla|F|6|6
Gaylan|M?|3|3
Gayland|M|4|4
Gayle|F?|7|7
Gayleen|F|3|3
Gaylen|F?|4|4
Gaylene|F|4|4
Gaylia|F|2|vintage
Gaylin|U|2|2
Gaylon|M|4|4
Gaylord|M|5|5
Gaylyn|F|2|2
Gaylynn|F|2|2
Gayna|F|2|2
Gaynel|F|2|2
Gaynell|F|4|4
Gaynelle|F|4|4
Gaynor|F?|3|vintage
Gaytha|F|2|2
Gazella|F|2|vintage
Gean|U|4|vintage
Geana|F|2|2
Geanette|F|2|2
Geanie|F|2|2
Geanine|F|2|2
Geanna|F|3|modern
Gearl|M?|2|vintage
Gearld|M|4|4
Gearldean|F|2|vintage
Gearldene|F|2|vintage
Gearldine|F|4|vintage
Gearline|F|2|vintage
Gearoid|M|4|4
Gearold|M|2|2
Geary|M|4|4
Gedalia|M|2|modern
Gedalya|M|2|modern
Geddy|M|2|modern
Gedeon|M|2|modern
Geena|F|4|modern
Geeta|F|2|2
Geffrey|M|2|2
Gehrig|M|3|modern
Geisha|F|2|2
Gelena|F|2|modern
Gelene|F|2|vintage
Gelila|F|2|modern
Gelisa|F|2|modern
Gelsey|F|2|modern
Gem|F|2|modern
Gema|F|4|modern
Gemini|U|3|modern
Gemma|F|6|modern
Gena|F|6|6
Genae|F|2|modern
Genaro|M|5|modern
Genavie|F|2|modern
Genavieve|F|3|modern
Gene|U|8|vintage
Genea|F|3|3
Geneal|F|2|vintage
Genean|F|2|2
Genecis|F|2|modern
Genee|F|2|2
Geneen|F|2|2
Geneieve|F|2|vintage
Geneive|F|2|vintage
Genell|F|4|vintage
Genella|F|2|vintage
Genelle|F|4|modern
Genelyn|F|1|1
Genene|F|3|3
General|M|4|vintage
Genese|F|2|modern
Genesee|F|2|modern
Genesi|F|2|modern
Genesis|F|7|modern
Genessa|F|2|modern
Genessis|F|4|modern
Genesys|F|2|modern
Genetta|F|3|3
Genette|F|3|3
Geneva|F|7|vintage
Geneve|F|2|vintage
Geneveive|F|2|vintage
Genever|F|2|vintage
Genevia|F|4|vintage
Genevie|F|4|vintage
Genevieve|F|8|vintage
Genevive|F|4|vintage
Genevra|F|2|vintage
Geni|F|2|2
Genia|F|4|4
Genice|F|3|3
Genie|F?|4|4
Genieve|F|3|vintage
Genifer|F|2|2
Genine|F|3|3
Genise|F|3|3
Genisis|F|3|modern
Genita|F|2|2
Geniva|F|2|vintage
Geniya|F|2|modern
Geniyah|F|2|modern
Genna|F|4|modern
Gennaro|M|4|vintage
Gennell|F|2|2
Gennesis|F|3|modern
Gennette|F|2|2
Gennie|F?|4|vintage
Gennifer|F|4|4
Genny|F|4|4
Geno|M|4|modern
Genoa|F|2|vintage
Genola|F|2|vintage
Genora|F|3|vintage
Genova|F|2|2
Genoveva|F|4|vintage
Gentle|M|2|vintage
Gentri|F|2|modern
Gentry|U|5|modern
Geo|M|4|vintage
Geoff|M|4|4
Geoffery|M|4|modern
Geoffrey|M|7|modern
Geoffry|M|3|3
Geofrey|M|2|modern
Geoge|M|2|vintage
Geonna|F|2|modern
Geordan|M?|3|modern
Geordie|M|1|1
Georg|M|2|2
Georga|F|2|2
Georgana|F|2|2
Georgann|F|4|4
Georganna|F|4|4
Georganne|F|4|4
George|U|11|vintage
Georgean|F|2|2
Georgeann|F|4|4
Georgeanna|F|4|4
Georgeanne|F|4|4
Georgena|F|3|vintage
Georgene|F|4|4
Georgenia|F|2|2
Georges|M|3|modern
Georgetta|F|4|4
Georgette|F|6|6
Georgi|F?|2|2
Georgia|F|8|vintage
Georgian|F|2|vintage
Georgiana|F|5|vintage
Georgiann|F|4|4
Georgianna|F|5|5
Georgianne|F|4|4
Georgie|U|6|vintage
Georgina|F|6|6
Georgine|F|4|4
Georgio|M|3|modern
Georgios|M|4|modern
Georjean|F|2|2
Geovana|F|2|modern
Geovani|M|4|modern
Geovanna|F|3|modern
Geovanni|M|4|modern
Geovannie|M|2|modern
Geovanny|M|4|modern
Geovany|M|4|modern
Geovonni|M|2|modern
Ger|U|4|modern
Gera|F|2|2
Gerad|M|3|modern
Gerado|M|2|modern
Geraint|M|2|2
Geral|U|2|2
Gerald|M|9|9
Geraldean|F|3|vintage
Geraldene|F|3|vintage
Geraldin|F|2|modern
Geraldine|F|8|vintage
Geraldo|M|4|modern
Geraldyne|F|2|vintage
Geralene|F|2|2
Geraline|F|3|vintage
Gerallt|M|1|1
Geralt|M|2|2
Geralyn|F|4|4
Geralynn|F|2|2
Gerard|M|8|8
Gerarda|F|2|2
Gerardette|F|1|1
Gerardine|F|3|3
Gerardo|M|7|modern
Gerasimos|M|2|2
Gerda|F|4|vintage
Gerell|M|2|modern
Geremiah|M|3|modern
Geremy|M|4|modern
Gerene|F|2|2
Gergory|M|2|2
Gerhard|M|4|vintage
Gerhardt|M|3|vintage
Gerhart|M|2|vintage
Geri|F|5|5
Geriann|F|2|2
Gerianne|F|3|3
Gerica|F|2|modern
Geriene|F|1|1
Gerik|M|2|modern
Gerilyn|F|3|3
Gerilynn|F|2|2
Gerldine|F|2|vintage
Gerlene|F|2|vintage
Gerline|F|2|2
Germain|M|4|4
Germaine|F?|6|vintage
German|M|6|modern
Germani|F?|2|modern
Germany|U|3|modern
Gerod|M|2|modern
Geroge|M|3|modern
Gerold|M|4|4
Gerome|M|4|4
Geron|M|2|modern
Geronimo|M|4|modern
Gerrad|M|2|modern
Gerrald|M|2|2
Gerrard|M|3|modern
Gerrell|M|2|modern
Gerren|M?|3|modern
Gerri|F|5|5
Gerrianne|F|2|2
Gerrick|M|3|modern
Gerrie|F|4|4
Gerrit|M|4|modern
Gerritt|M|2|modern
Gerrod|M|3|modern
Gerron|M|2|modern
Gerry|M?|6|6
Gershom|M|2|modern
Gershon|M|3|modern
Gerson|M|4|modern
Gertha|F|4|vintage
Gertie|F|5|vintage
Gertrude|F|8|vintage
Gertrue|F|2|vintage
Gertude|F|2|vintage
Gerturde|F|2|vintage
Gerty|F?|1|1
Gervas|M|1|1
Gervase|M|2|vintage
Gervis|M|2|vintage
Gerwin|M|1|1
Gery|M|3|3
Geryl|F?|2|2
Geselle|F|2|modern
Gesenia|F|2|2
Gessica|F|2|modern
Gethin|M|1|1
Getsemani|F|3|modern
Gevon|M|2|modern
Gevorg|M|2|modern
Gevork|M|2|modern
Geza|M|2|vintage
Ghada|F|2|modern
Ghaith|M|2|2
Ghali|M|2|modern
Ghalia|F|2|2
Ghassan|M|2|modern
Ghazal|F|2|2
Ghazi|M|2|modern
Ghislaine|F|2|modern
Gia|F|6|modern
Giabella|F|2|modern
Giacomo|M|4|modern
Giada|F|4|modern
Giah|F|2|modern
Gian|M|4|modern
Giana|F|6|modern
Gianah|F|2|modern
Giancarlo|M|5|modern
Giancarlos|M|3|modern
Gianella|F|4|modern
Gianelle|F|2|modern
Gianfranco|M|4|modern
Giani|U|3|modern
Gianina|F|3|modern
Gianluca|M|4|modern
Gianlucas|M|2|modern
Gianlucca|M|2|modern
Gianmarco|M|3|modern
Giann|M|2|2
Gianna|F|8|modern
Giannah|F|3|modern
Gianni|M?|6|modern
Giannie|F|2|modern
Giannina|F|3|3
Giannis|M|3|3
Gianno|M|2|modern
Gianny|U|2|modern
Giano|M|2|2
Gianpaolo|M|2|modern
Giavana|F|3|modern
Giavanna|F|5|modern
Giavanni|U|2|modern
Giavonna|F|4|modern
Giavonni|U|2|modern
Gibran|M|4|modern
Gibson|M|5|modern
Gid|M|2|vintage
Gideon|M|6|modern
Gidget|F|4|4
Gifford|M|4|vintage
Gift|F?|2|modern
Gigi|F|4|4
Gil|M|4|4
Gila|F|3|modern
Gilad|M|2|modern
Gilbert|M|8|8
Gilberta|F|3|vintage
Gilberte|F|2|vintage
Gilberto|M|6|modern
Gilda|F|6|vintage
Gildardo|M|4|modern
Gildas|M?|1|1
Gildo|M|2|vintage
Giles|M|4|vintage
Gilford|M|4|vintage
Gilian|F|1|1
Gill|F?|4|4
Gillean|M|1|1
Gillermo|M|3|modern
Gilles|M|2|2
Gilliam|M?|2|vintage
Gillian|F|7|modern
Gillie|U|3|vintage
Gillis|M|3|vintage
Gilly|F?|1|1
Gilma|F|2|vintage
Gilman|M|3|vintage
Gilmar|M|2|modern
Gilmer|M|4|vintage
Gilmore|M|3|vintage
Gilroy|M|1|1
Gimena|F|3|modern
Gina|F|8|8
Ginamarie|F|4|modern
Ginelle|F|3|modern
Ginette|F|3|3
Ginevra|F|2|modern
Ginger|F|6|6
Gini|F|3|3
Ginna|F|3|modern
Ginni|F|2|2
Ginnie|F|3|3
Ginny|F|5|5
Gino|M|6|modern
Gio|M|4|4
Gioia|F|3|modern
Giomar|M|2|modern
Gionna|F|3|modern
Gionni|M?|4|modern
Giordan|M?|2|modern
Giordana|F|2|modern
Giordano|M|2|modern
Giorgi|M|2|modern
Giorgia|F|2|modern
Giorgio|M|4|modern
Giovan|M|2|modern
Giovana|F|3|modern
Giovani|M|5|modern
Giovanna|F|6|modern
Giovanne|M|2|modern
Giovanni|M|7|modern
Giovannie|M|3|modern
Giovanny|M|5|modern
Giovany|M|4|modern
Giovonni|M|4|modern
Giovonnie|M|2|modern
Girard|M|4|4
Girl|F|3|modern
Girlie|F|2|vintage
Girtha|F|3|vintage
Girtie|F|2|vintage
Girtrude|F|2|vintage
Gisel|F|4|modern
Gisela|F|4|modern
Gisele|F|5|modern
Gisell|F|4|modern
Gisella|F|4|modern
Giselle|F|6|modern
Gissel|F|4|modern
Gissela|F|2|modern
Gissele|F|3|modern
Gissell|F|4|modern
Gisselle|F|6|modern
Gita|F|3|3
Gitel|F|2|modern
Gittel|F|4|modern
Gitty|F|4|modern
Giulia|F|4|modern
Giulian|M|2|modern
Giuliana|F|6|modern
Giulianna|F|4|modern
Giuliano|M|3|modern
Giulietta|F|3|modern
Giulio|M|3|modern
Giuseppe|M|5|5
Giuseppina|F|3|3
Givanni|M|2|modern
Given|M?|2|modern
Gizel|F|2|modern
Gizella|F|3|vintage
Gizelle|F|4|modern
Gizzelle|F|2|modern
Glada|F|2|vintage
Glade|M|3|3
Gladie|F|2|vintage
Gladies|F|2|vintage
Gladine|F|2|vintage
Gladiola|F|2|vintage
Gladis|F|4|modern
Gladstone|M|2|vintage
Glady|F|3|vintage
Gladyce|F|4|vintage
Gladyes|F|2|vintage
Gladys|F|9|vintage
Glan|F|1|1
Glayds|F|2|vintage
Gleason|M|2|vintage
Gleb|M|2|modern
Glee|F|3|3
Gleen|M|3|3
Glema|F|2|vintage
Glen|U|8|8
Glena|F|4|vintage
Glenard|M|2|vintage
Glenda|F|8|8
Glendal|M|2|2
Glendale|M?|3|3
Glendel|M|2|vintage
Glendell|M?|3|3
Glenden|M|2|vintage
Glendia|F|2|2
Glendine|F|2|vintage
Glendola|F|2|vintage
Glendon|M|4|vintage
Glendora|F|4|vintage
Glendower|M|1|1
Glendy|F|3|modern
Glenford|M|2|vintage
Glenice|F|3|vintage
Glenis|F?|2|vintage
Glenisha|F|2|modern
Glenn|U|9|9
Glenna|F|6|6
Glennda|F|3|3
Glennette|F|2|2
Glennie|F?|4|vintage
Glennis|U|4|4
Glennon|M|4|vintage
Glennys|F|2|vintage
Glenola|F|2|vintage
Glenora|F|2|vintage
Glenroy|M|2|vintage
Glenwood|M|4|vintage
Glenyce|F|2|vintage
Glenys|F|4|vintage
Glessie|F|2|vintage
Glinda|F|4|4
Glora|F|2|vintage
Glori|F|3|3
Gloria|F|9|9
Gloriajean|F|2|2
Glorian|F|2|vintage
Gloriana|F|3|modern
Gloriann|F|2|vintage
Glorianna|F|3|modern
Glorianne|F|2|2
Glorie|F|2|2
Glorimar|F|2|modern
Glorine|F|2|vintage
Glorious|F|2|2
Gloris|F|2|vintage
Glory|F|4|modern
Glorya|F|2|vintage
Glover|M|4|vintage
Glyn|F?|4|vintage
Glynda|F|4|4
Glyndon|M?|2|vintage
Glyndwer|M|1|1
Glynis|U|4|4
Glynn|M?|5|5
Glynna|F|2|2
Glynne|F|1|1
Glynnis|F|3|3
Glynys|F|1|1
Goble|M|2|vintage
Gobnait|F|4|4
Goddess|F|3|modern
Godfrey|M|4|vintage
Godric|M|2|modern
Godson|M|2|modern
Godwin|M|3|modern
Goerge|M|2|modern
Gohan|M|3|modern
Goku|M|2|modern
Gola|F|2|vintage
Golda|F|5|vintage
Golden|U|5|vintage
Goldia|F|4|vintage
Goldie|F|6|vintage
Goldman|M|2|vintage
Goldy|F|4|modern
Goldye|F|2|vintage
Gomer|M|2|vintage
Gonsalo|M|2|modern
Gonzalo|M|6|modern
Goodwin|M|2|vintage
Gor|M|2|modern
Goran|M|2|2
Gordan|M|4|vintage
Gorden|M|4|vintage
Gordie|U|2|2
Gordon|M|8|vintage
Gordy|M|2|2
Gore|M|1|1
Gorge|M|4|4
Gorgeous|F|2|modern
Gorman|M|3|vintage
Goronwy|M|1|1
Gotham|M|2|modern
Gottfried|M|2|vintage
Gotti|M|2|modern
Gottlieb|M|2|vintage
Govan|M|1|1
Govanni|M|2|modern
Governor|M|2|vintage
Govind|M|2|modern
Gowan|M|1|1
Gowri|F|2|modern
Grabiel|M|3|3
Grabiela|F|2|modern
Grace|F|10|modern
Graceann|F|4|modern
Graceanne|F|2|modern
Gracee|F|4|modern
Graceland|F|2|modern
Gracelee|F|2|modern
Gracelin|F|2|modern
Gracelyn|F|6|modern
Gracelynn|F|6|modern
Gracelynne|F|2|modern
Gracemarie|F|2|modern
Gracen|U|4|modern
Graceson|M|3|modern
Gracey|F|4|modern
Graceyn|F|3|modern
Graci|F|4|modern
Gracia|F|4|modern
Graciana|F|2|modern
Gracianna|F|2|modern
Graciano|M|2|2
Gracie|F|7|modern
Gracieann|F|2|modern
Graciela|F|6|modern
Graciella|F|4|modern
Gracielynn|F|2|modern
Graciemae|F|2|modern
Gracilyn|F|2|modern
Gracin|U|3|modern
Gracious|F|2|modern
Graclyn|F|2|modern
Graclynn|F|2|modern
Gracy|F|4|modern
Gracyn|F|4|modern
Gracynn|F|2|modern
Graden|M|3|modern
Gradie|U|3|vintage
Grady|M|7|modern
Gradyn|M|2|modern
Grae|U|2|modern
Graelyn|F|2|modern
Graelynn|F|2|2
Graeme|M|5|modern
Graeson|M|3|modern
Graesyn|M?|2|modern
Grafton|M|4|vintage
Graham|M|7|modern
Grahame|M|2|2
Grahm|M|3|modern
Graig|M|4|4
Graine|F|6|6
Grainger|M|2|modern
Grainne|F|6|6
Graison|M?|2|modern
Graisyn|U|2|modern
Gram|M|2|modern
Granger|M|4|4
Grania|F|1|1
Grant|M|8|modern
Grantham|M|2|modern
Grantland|M|2|modern
Grantley|M|2|modern
Granvel|M|1|vintage
Granvil|M|2|vintage
Granville|M|5|vintage
Grasiela|F|2|modern
Grason|M|2|modern
Grasyn|M?|2|modern
Gratia|F|2|vintage
Graves|M|2|2
Gray|M|5|modern
Grayce|F|4|vintage
Graycee|F|3|modern
Graycen|U|4|modern
Graycie|F|2|modern
Grayden|M|4|modern
Graydon|M|4|modern
Grayer|M|2|modern
Grayland|M|2|2
Graylee|F|2|modern
Graylen|M?|2|2
Graylin|M?|3|3
Grayling|M|3|3
Graylon|M|2|2
Graylyn|F|2|modern
Graylynn|F|2|2
Graysen|M?|5|modern
Graysin|M|2|modern
Grayson|M|8|modern
Graysyn|M|2|modern
Grayton|M|2|modern
Grazia|F|2|2
Graziella|F|3|modern
Grecia|F|5|modern
Greco|M|2|modern
Green|M|4|vintage
Greene|M|2|vintage
Greenlee|F|3|modern
Greenleigh|F|2|modern
Greenley|F|2|modern
Greenly|F|2|modern
Greer|U|4|modern
Greg|M|7|7
Gregary|M|3|3
Gregery|M|2|2
Gregg|M|6|6
Greggory|M|5|5
Gregor|M|4|4
Gregoria|F|4|vintage
Gregorio|M|6|modern
Gregory|M|10|10
Gregrey|M|2|2
Gregroy|M|2|modern
Greidy|F|2|modern
Greidys|F|2|modern
Greig|M|2|2
Greisy|F|2|2
Greogry|M|2|modern
Gresham|M|2|modern
Greta|F|6|modern
Gretchen|F|7|7
Gretel|F|4|modern
Grethel|F|3|vintage
Gretna|F|2|vintage
Gretta|F|4|modern
Grettel|F|4|modern
Grettell|F|2|modern
Grey|M?|5|modern
Greycen|M?|2|modern
Greyden|M|2|modern
Greydis|F|2|modern
Greydon|M|2|modern
Greylynn|F|2|2
Greysen|M?|4|modern
Greysi|F|2|2
Greysin|M|2|modern
Greyson|M|7|modern
Greysyn|M?|2|modern
Gricel|F|2|modern
Gricelda|F|4|modern
Grier|U|3|modern
Griff|M|2|2
Griffen|M|4|modern
Griffey|M|2|2
Griffin|M|7|modern
Griffith|M|4|modern
Griffon|M|2|modern
Griffyn|M?|3|modern
Grigor|M|2|modern
Grisel|F|4|modern
Griselda|F|5|modern
Grisell|F|2|modern
Griselle|F|2|modern
Grissel|F|2|modern
Grizel|F|1|1
Grizelda|F|2|2
Gronw|M|1|1
Grove|M|2|vintage
Grover|M|6|vintage
Gruffudd|M|1|1
Gruffydd|M|1|1
Gryffin|M|4|modern
Gryphon|M|3|modern
Guadalupe|F?|7|modern
Guage|M|2|modern
Gualberto|M|2|2
Gudrun|F|2|vintage
Guelda|F|2|vintage
Guenevere|F|2|modern
Guerino|M|2|vintage
Guerry|M|2|2
Guhan|M|2|modern
Guida|F|2|vintage
Guido|M|4|vintage
Guila|F|2|vintage
Guilford|M|3|vintage
Guilherme|M|3|modern
Guiliana|F|3|modern
Guilianna|F|2|modern
Guillaume|M|2|modern
Guillermina|F|4|4
Guillermo|M|6|modern
Guinevere|F|4|modern
Guinn|M|2|vintage
Guiselle|F|2|modern
Guiseppe|M|3|modern
Guled|M|2|modern
Guliana|F|2|modern
Gulianna|F|2|modern
Gumaro|M|2|modern
Gunda|F|2|vintage
Gunhild|F|2|vintage
Gunnar|M|6|modern
Gunner|M|6|modern
Gunter|M|2|modern
Gunther|M|4|modern
Gurbaaz|M|2|2
Gurbani|F|2|2
Gurfateh|M|2|modern
Gurjot|M|2|modern
Gurkirat|M?|2|modern
Gurleen|F|3|modern
Gurman|M?|2|modern
Gurnaaz|F|2|2
Gurney|M|3|vintage
Gurnie|M|2|vintage
Gurnoor|U|3|modern
Gurpreet|U|2|modern
Gurshaan|M|2|modern
Gurshan|M|2|modern
Gurtaj|M|2|modern
Gurtha|F|2|vintage
Gurveer|M|2|modern
Gus|M|6|vintage
Guss|M|4|vintage
Gussie|F|6|vintage
Gust|M|4|vintage
Gusta|F|3|vintage
Gustabo|M|2|modern
Gustaf|M|3|vintage
Gustav|M|4|vintage
Gustava|F|2|vintage
Gustave|M|5|vintage
Gustavia|F|2|vintage
Gustavo|M|6|modern
Gustavus|M|2|2
Gustie|F|2|vintage
Gustin|M|2|modern
Guthrie|M|3|modern
Guy|M|7|7
Guyla|F|2|2
Guynell|F|2|vintage
Gwanwyn|F|1|1
Gwawr|F|1|1
Gwen|F|6|6
Gwenda|F|4|4
Gwendalyn|F|4|modern
Gwendalynn|F|2|modern
Gwendelyn|F|2|modern
Gwendlyn|F|2|2
