# name-stuff given names
# format: name|gender|frequency|tags
#
Louise|F|9|vintage
Lucas|M|9|modern
Luis|M|9|modern
Luke|M|9|modern
Madison|F?|9|modern
Marilyn|F|9|9
Marion|U|9|vintage
Marjorie|F|9|vintage
Martin|M|9|9
Marvin|M|9|vintage
Mason|M|9|modern
Megan|F|9|modern
Melanie|F|9|9
Mia|F|9|modern
Mildred|F|9|vintage
Monica|F|9|9
Morgan|U|9|modern
Natalie|F|9|modern
Nathaniel|M|9|modern
Norma|F|9|vintage
Norman|M|9|vintage
Oliver|M|9|modern
Paula|F|9|9
Peggy|F|9|9
Philip|M|9|9
Phillip|M|9|9
Phyllis|F|9|mythological
Ralph|M|9|vintage
Randy|M?|9|9
Rita|F|9|9
Robin|U|9|9
Roger|M|9|9
Roy|M|9|9
Ruby|F|9|vintage
Russell|M|9|9
Sara|F|9|biblical,modern
Sean|M|9|modern
Shannon|U|9|9
Shawn|M?|9|9
Sophia|F|9|modern,mythological
Stanley|M|9|9
Tammy|F|9|9
Taylor|M?|9|modern
Teresa|F|9|9
Theodore|M|9|9
Theresa|F|9|9
Tiffany|U|9|modern
Tina|F|9|9
Todd|M|9|9
Tony|U|9|9
Tracy|U|9|9
Travis|M|9|modern
Valerie|F|9|9
Vanessa|F|9|modern
Victor|M|9|modern
Vincent|M|9|9
Wanda|F|9|9
Wayne|M|9|9
Wendy|F|9|9
Aaliyah|F|8|modern
Abraham|M|8|biblical,modern
Ada|F|8|vintage
Addison|U|8|modern
Agnes|F|8|vintage
Aidan|M|8|modern
Alejandro|M|8|modern
Alexa|F|8|modern
Alexandra|F|8|modern,mythological
Alexandria|F|8|modern
Alfred|M|8|vintage
Alicia|F|8|modern
Alison|U|8|modern
Alma|F|8|vintage
Alvin|M|8|vintage
Ana|F|8|modern
Andre|M|8|modern
Angelina|F|8|modern
Anita|F|8|8
Annette|F|8|8
April|F|8|8
Ariana|F|8|modern
Arianna|F|8|modern
Arlene|F|8|vintage
Arnold|M|8|vintage
